SRNO,REGIONAL CENTRE,AI-CODE AND NAME,TOTAL STUDENTS UPLOADED TMA,TOTAL TMA UPLOADED,TOTAL ALLOCATED SUBJECTS,TOTAL UN-ALLOCATED SUBJECTS,TOTAL EVALUATED SUBJECTS,TOTAL ALLOCATED UN-EVALUATED SUBJECTS,PRE-ALLOCATED,PRE-EVALUATED
915,107-DELHI,"J05281-District Jail, Faridabad",21,86,0,86,0,0,0,0
916,114-DEHRADUN,340087-Maharishi Vidya Mandir,19,86,86,0,86,0,100,100
917,121-CHENNAI,190109-Maharishi Vidya Mandir Senior,31,85,80,5,74,6,94.12,87.06
918,111-ALLAHABAD/PRAYAGRAJ,210316-Maa Shri Mahakali Inter College,21,85,85,0,58,27,100,68.24
919,109-JAIPUR,170160-Gcm Govt. Hr. Sec. School,17,85,85,0,39,46,100,45.88
920,105-CHANDIGARH,050638-Rising Sun Public School,18,85,84,1,21,63,98.82,24.71
921,121-CHENNAI,420089-The Vikasa School,17,85,0,85,0,0,0,0
922,106-KOCHI,400045-Vyas Vidyaniketan Central School,19,85,85,0,84,1,100,98.82
923,105-CHANDIGARH,050381-Sunshine Public School,18,85,85,0,42,43,100,49.41
924,115-BHUBANESWAR,410122-Oriental Public School,14,85,81,4,53,28,95.29,62.35
925,107-DELHI,210733-Bal Jagat Sr.Sec. School,17,84,84,0,84,0,100,100
926,107-DELHI,270324-EKTA MODEL SECONDARY SCHOOL,16,84,78,6,78,0,92.86,92.86
927,115-BHUBANESWAR,410148-Name 5103,16,84,84,0,74,10,100,88.1
928,107-DELHI,210203-Swami Vivekanandsaraswatividyalaya,16,84,83,1,68,15,98.81,80.95
929,105-CHANDIGARH,050551-Thukral Public Sr. Sec. School ,18,84,84,0,76,8,100,90.48
930,125-JAMMU,070008-Govt. Girls Higher Secondary School,19,83,15,68,1,14,18.07,1.2
931,107-DELHI,210334-ROCKWOOD SCHOOL,19,83,79,4,64,15,95.18,77.11
932,106-KOCHI,M40055-M.t.i Central School Pottachira,17,83,83,0,68,15,100,81.93
933,106-KOCHI,090087-Raja Rajeswari Senior Sec.school,17,83,83,0,81,2,100,97.59
934,114-DEHRADUN,340219-Ashu Public Inter College,19,83,83,0,69,14,100,83.13
935,111-ALLAHABAD/PRAYAGRAJ,210380-Bal Niketan Balika Inter College,18,83,69,14,16,53,83.13,19.28
936,103-KOLKATA,460288-Lakhuria High School,17,83,0,83,0,0,0,0
937,105-CHANDIGARH,050654-Satluj Public School,18,83,83,0,83,0,100,100
938,106-KOCHI,400041-Kendriya Vidyalaya,21,82,82,0,74,8,100,90.24
939,120-RANCHI,260074-Dav Public School,19,82,0,82,0,0,0,0
940,108-ABROAD/NIOS HQ,970002-Shantiniketan Indian School,18,82,82,0,81,1,100,98.78
941,102-PUNE,M11129-Reena Mehta College,17,82,82,0,82,0,100,100
942,109-JAIPUR,170388-Sanskar Public Sr.Sec. School,17,81,81,0,81,0,100,100
943,105-CHANDIGARH,M16073-Guru Nanak Convent Sen. Sec. School,18,81,81,0,81,0,100,100
944,105-CHANDIGARH,M05090-Ilyas Public School,21,81,81,0,81,0,100,100
945,120-RANCHI,260086-Jawahar Navodaya Vidyalaya,20,81,2,79,0,2,2.47,0
946,107-DELHI,M21209-Azad Memorial Inter College,18,81,0,81,0,0,0,0
947,105-CHANDIGARH,050078-Buniyad Senior Secondary School,18,81,81,0,77,4,100,95.06
948,114-DEHRADUN,210280-Mansarover Girls Inter College,21,80,80,0,72,8,100,90
949,121-CHENNAI,190156-DAV Boys Sr. Secondary School,20,80,80,0,69,11,100,86.25
950,107-DELHI,050221-VIVEK VIDYA SADAN SR.SEC SCHOOL,17,80,0,80,0,0,0,0
951,106-KOCHI,M40034-Crescent Rsidential Higher,20,80,79,1,30,49,98.75,37.5
952,105-CHANDIGARH,050387-Rao Jai Ram Sr.sec. School,16,80,80,0,80,0,100,100
953,117-BENGALURU,080075-Sindhi High School,19,79,79,0,79,0,100,100
954,103-KOLKATA,220100-Kankinara Himayatul Ghurba,15,79,76,3,74,2,96.2,93.67
955,113-BHOPAL,100196-Abhyuday Sr. Sec. School,19,79,78,1,77,1,98.73,97.47
956,105-CHANDIGARH,160120-NRI Public School,18,79,79,0,77,2,100,97.47
957,106-KOCHI,M40010-Ansar English School,17,79,79,0,29,50,100,36.71
958,118-GANDHINAGAR,390119-Shree Aditya Secondary & High School,17,79,79,0,61,18,100,77.22
959,114-DEHRADUN,340069-Kendriya Vidyalaya,19,79,79,0,79,0,100,100
960,114-DEHRADUN,M34255-RAMSAY INTER COLLEGE,20,78,68,10,68,0,87.18,87.18
961,105-CHANDIGARH,050480-Saraswati High School,20,78,78,0,78,0,100,100
962,125-JAMMU,380266-Srinagar Group of Schools,19,78,2,76,0,2,2.56,0
963,114-DEHRADUN,340202-Government Inter College,17,78,78,0,78,0,100,100
964,121-CHENNAI,190116-Lakshmi Garden Matric Hr.Sec.School,16,78,73,5,47,26,93.59,60.26
965,106-KOCHI,M40031-Mar Ivonios Bethany School,16,78,78,0,45,33,100,57.69
966,114-DEHRADUN,M38366-Mesco Public School,19,78,78,0,78,0,100,100
967,105-CHANDIGARH,160036-Suman Dav-boarding Public School,16,78,77,1,77,0,98.72,98.72
968,114-DEHRADUN,340212-Kendriya Vidyalaya,17,78,0,78,0,0,0,0
969,120-RANCHI,260077-Kerala Public School,15,77,74,3,7,67,96.1,9.09
970,110-PATNA,030071-S.n.singh Dev. N.g.,18,77,58,19,5,53,75.32,6.49
971,109-JAIPUR,170397-Lo.Ti. Sr.Sec. School,15,77,75,2,28,47,97.4,36.36
972,114-DEHRADUN,340294-Guru Nanak Mission Public School,18,77,58,19,57,1,75.32,74.03
973,107-DELHI,210716-Milton Academy Jr. High School,15,77,76,1,5,71,98.7,6.49
974,109-JAIPUR,170318-Sant Vidya Nand Sr.sec.sch.& Hostel,17,77,77,0,77,0,100,100
975,107-DELHI,450019-Amar Jyoti Rehablitation & Research,20,77,72,5,33,39,93.51,42.86
976,107-DELHI,270534-R M Arya Girls Sr. Secondary School,17,77,71,6,69,2,92.21,89.61
977,120-RANCHI,260042-Subhash Public School,20,77,74,3,74,0,96.1,96.1
978,105-CHANDIGARH,M16112-SOHRAB PUBLIC SCHOOL ,16,76,74,2,55,19,97.37,72.37
979,106-KOCHI,400049-Kendriya Vidyalaya,17,76,76,0,76,0,100,100
980,105-CHANDIGARH,050332-Sunrise Modern School,18,76,75,1,15,60,98.68,19.74
981,125-JAMMU,070015-Govt. Boys Higher Secondary School,19,76,76,0,76,0,100,100
982,122-DHARAMSALA,060083-Blue Star Public Sr.sec. School,17,76,61,15,48,13,80.26,63.16
983,109-JAIPUR,170413-Saraswati Vidya Mandir Sr. Sec. School,15,75,75,0,61,14,100,81.33
984,125-JAMMU,070055-Shishu Niketan Sr. Sec. School,17,75,61,14,50,11,81.33,66.67
985,103-KOLKATA,220124-Durgapur Iswar Chandra Vidyasagar (DICV) Public School,17,75,73,2,66,7,97.33,88
986,106-KOCHI,400039-Kendriya Vidyalaya,16,75,75,0,75,0,100,100
987,111-ALLAHABAD/PRAYAGRAJ,210479-Shri Sovaran Singh Ratani Devi,19,75,75,0,6,69,100,8
988,105-CHANDIGARH,050570-SHRI KRISHAN PUBLIC SCHOOL,18,75,75,0,49,26,100,65.33
989,121-CHENNAI,190127-B.V.M. Global,16,75,72,3,44,28,96,58.67
990,102-PUNE,M11018-Guru Govind Singh Public School,15,75,75,0,69,6,100,92
991,121-CHENNAI,190107-KH MATRICULATION BOYS HR. SEC. SCHOOL`,16,74,74,0,71,3,100,95.95
992,106-KOCHI,M40036-Mar Dionysius Sr.sec.school,16,74,74,0,59,15,100,79.73
993,103-KOLKATA,220122-Aaloke Bharti Model School,16,74,0,74,0,0,0,0
994,106-KOCHI,M40068-Infant Jesus Residential School,17,74,74,0,53,21,100,71.62
995,121-CHENNAI,190104-Lalaji Memorial Omega International,39,74,74,0,73,1,100,98.65
996,114-DEHRADUN,340198-Govt. Inter College damta,19,74,74,0,74,0,100,100
997,103-KOLKATA,230007-Govt. Senior Secondary School,13,74,72,2,70,2,97.3,94.59
998,123-GANGTOK,450043-Raphael Academic & Voc. School,17,74,63,11,0,63,85.14,0
999,109-JAIPUR,170301-Ramnivas Vidya Mandir Sr.sec.school,15,74,74,0,74,0,100,100
1000,107-DELHI,270425-Mount Abu Public School,16,73,73,0,71,2,100,97.26
1001,118-GANDHINAGAR,390120-Maharshi Vidhyalaya,14,73,73,0,50,23,100,68.49
1002,106-KOCHI,"400023-Labour India Public School,",17,73,73,0,35,38,100,47.95
1003,107-DELHI,270122-PUSA PUBLIC SR.SEC.SCHOOL,14,73,51,22,51,0,69.86,69.86
1004,102-PUNE,110085-Dr.kalmadi Shamarao High School,20,73,73,0,62,11,100,84.93
1005,106-KOCHI,400019-Mahatma Gandhi Public School,14,73,73,0,62,11,100,84.93
1006,107-DELHI,270242-M.n.convent Sr.sec.school,17,73,0,73,0,0,0,0
1007,105-CHANDIGARH,050442-Golden Crescent Public School,17,72,72,0,18,54,100,25
1008,107-DELHI,210289-C.c.s Vidya Mandir Girl's,14,72,72,0,32,40,100,44.44
1009,114-DEHRADUN,340167-Sanjay Public Intermediate College,11,72,0,72,0,0,0,0
1010,114-DEHRADUN,210246-R.s.d. Academy Public School,15,72,72,0,72,0,100,100
1011,105-CHANDIGARH,160016-Rabindra Day Boarding Ss.pub.school,15,72,72,0,71,1,100,98.61
1012,114-DEHRADUN,340142-M.d. Inter College,16,72,0,72,0,0,0,0
1013,109-JAIPUR,170276-Shri Bhagwati Vaidya Mandir,13,72,72,0,72,0,100,100
1014,118-GANDHINAGAR,390087-Janki Vidyalaya,20,71,71,0,60,11,100,84.51
1015,115-BHUBANESWAR,150174-Town High School,11,71,71,0,65,6,100,91.55
1016,107-DELHI,210649-S.b.n. Public School,17,71,0,71,0,0,0,0
1017,107-DELHI,050316-S.r. Sr.sec. School,15,71,70,1,70,0,98.59,98.59
1018,121-CHENNAI,190125-Blossom Public School,15,71,70,1,69,1,98.59,97.18
1019,110-PATNA,"030329-Rajkiya +2 High School,",14,71,48,23,12,36,67.61,16.9
1020,107-DELHI,210096-Saraswati Bal Mandir Sr.sec.school,15,71,0,71,0,0,0,0
1021,107-DELHI,270219-Kendriya Vidylaya,18,70,6,64,6,0,8.57,8.57
1022,107-DELHI,450072-Prayas Juvenile Aid Centre,17,70,17,53,1,16,24.29,1.43
1023,106-KOCHI,090100-Siddartha Central School,15,70,70,0,68,2,100,97.14
1024,107-DELHI,050190-S.d.modern Sr.sec.school,15,70,0,70,0,0,0,0
1025,114-DEHRADUN,M38358-Madarsa Islahul Muslimeen,19,70,70,0,70,0,100,100
1026,104-GUWAHATI,130008-Mizo Modern High School,16,70,70,0,32,38,100,45.71
1027,115-BHUBANESWAR,410146-Chitalo Mohavidyalaya,14,70,58,12,36,22,82.86,51.43
1028,120-RANCHI,260032-St. Xaviers High School,14,69,69,0,69,0,100,100
1029,108-ABROAD/NIOS HQ,950012-My Capital Educational Facilities Management Facilities Management,15,69,69,0,69,0,100,100
1030,110-PATNA,030074-Zila School,15,69,48,21,8,40,69.57,11.59
1031,114-DEHRADUN,340169-Saigrace Academy International,16,69,9,60,0,9,13.04,0
1032,101-HYDERABAD,M47019-Al-Ameen Jr. Degree College,21,68,68,0,68,0,100,100
1033,115-BHUBANESWAR,J15165-Spl. Jail Bhubaneswar,14,68,59,9,45,14,86.76,66.18
1034,104-GUWAHATI,020065-KENDRIYA VIDYALAYA,15,67,66,1,41,25,98.51,61.19
1035,123-GANGTOK,180001-Govt. Senior Secondary School,15,67,66,1,50,16,98.51,74.63
1036,110-PATNA,030368-Jawahar Navodaya Vidyalaya,15,67,67,0,67,0,100,100
1037,102-PUNE,110073-Symbiosis,19,66,66,0,66,0,100,100
1038,107-DELHI,270554-G R International School,18,66,55,11,51,4,83.33,77.27
1039,105-CHANDIGARH,J05282-Central Jail,14,66,66,0,20,46,100,30.3
1040,107-DELHI,210715-J.P. International School,14,66,0,66,0,0,0,0
1041,119-RAIPUR,290169-Colonel's Academy of Radiant Education,13,66,66,0,0,66,100,0
1042,120-RANCHI,260045-Pvss Dav Public School,14,66,5,61,0,5,7.58,0
1043,117-BENGALURU,080027-National Public High School,17,66,66,0,36,30,100,54.55
1044,103-KOLKATA,450028-M.k.r.&r.indtit For The Handicapped,15,66,50,16,0,50,75.76,0
1045,106-KOCHI,"400018-Darussalam English School,",14,65,65,0,13,52,100,20
1046,109-JAIPUR,170324-L.b.s. Academy Sr.sec. School,12,65,65,0,64,1,100,98.46
1047,105-CHANDIGARH,050524-Adarsh Senior Secondary School,14,65,65,0,65,0,100,100
1048,120-RANCHI,260180-+2 High School,13,65,64,1,61,3,98.46,93.85
1049,111-ALLAHABAD/PRAYAGRAJ,210539-Oxford Public School,16,65,56,9,13,43,86.15,20
1050,118-GANDHINAGAR,040095-Maharshi Vidhyalaya,13,65,65,0,46,19,100,70.77
1051,107-DELHI,270435-Bal Vidya Model School,14,65,64,1,59,5,98.46,90.77
1052,103-KOLKATA,220014-Caesar School,13,64,0,64,0,0,0,0
1053,104-GUWAHATI,200019-Melagarh H.s.school,13,64,64,0,51,13,100,79.69
1054,107-DELHI,270423-Aryan International School,14,64,0,64,0,0,0,0
1055,118-GANDHINAGAR,390118-Ankur Vidhyalaya,13,64,64,0,64,0,100,100
1056,108-ABROAD/NIOS HQ,910001-International Indian School,13,64,64,0,63,1,100,98.44
1057,121-CHENNAI,310009-Aditya Vidhyashram Residential Sch.,13,63,44,19,11,33,69.84,17.46
1058,107-DELHI,270465-R.P. Memorial Public Sr.Sec.School,15,63,62,1,38,24,98.41,60.32
1059,115-BHUBANESWAR,150194-Centurian University Of Technology,13,63,63,0,39,24,100,61.9
1060,116-VISAKHAPATNAM,010175-Sri Sai Baba Junior College,11,63,62,1,62,0,98.41,98.41
1061,106-KOCHI,400021-T.k.m Higher Sec.school,12,63,63,0,39,24,100,61.9
1062,105-CHANDIGARH,160159-Dashmesh Sr. Sec. School,15,63,63,0,63,0,100,100
1063,110-PATNA,"030249-V.m. Inter College,",13,62,62,0,62,0,100,100
1064,114-DEHRADUN,210208-Muslim Inter College,13,62,60,2,60,0,96.77,96.77
1065,107-DELHI,270517-M R BhartiModel Sr. Secondary School,13,62,62,0,0,62,100,0
1066,102-PUNE,110064-The Lord's English High School,17,62,61,1,54,7,98.39,87.1
1067,109-JAIPUR,170308-Vivek Vidhya Mandir Sr.sec.school,13,62,62,0,62,0,100,100
1068,111-ALLAHABAD/PRAYAGRAJ,210540-Shree Mahaprabhu Public School,15,62,62,0,62,0,100,100
1069,106-KOCHI,090024-Trinity Lyceum,14,62,62,0,44,18,100,70.97
1070,110-PATNA,030276-Patna High School +2,15,62,43,19,2,41,69.35,3.23
1071,107-DELHI,270407-Modern New Delhi Public School,14,62,62,0,62,0,100,100
1072,107-DELHI,450060-National Association For The Blind,15,62,62,0,62,0,100,100
1073,105-CHANDIGARH,160066-Pine Grove Public School,15,62,62,0,46,16,100,74.19
1074,104-GUWAHATI,"020017-Diphu Commercial College,",14,62,61,1,27,34,98.39,43.55
1075,118-GANDHINAGAR,040055-Janki Vidyalaya,14,61,60,1,51,9,98.36,83.61
1076,115-BHUBANESWAR,150013-The Assembly Of God School,12,61,61,0,32,29,100,52.46
1077,107-DELHI,270129-Prerana Public Secondary School,13,61,0,61,0,0,0,0
1078,104-GUWAHATI,440007-Doomdooma Junior College,14,61,59,2,49,10,96.72,80.33
1079,113-BHOPAL,100076-Akshay Academy Hr. Secondary School,15,61,0,61,0,0,0,0
1080,104-GUWAHATI,130014-Kendriya Vidyalaya,15,61,61,0,58,3,100,95.08
1081,111-ALLAHABAD/PRAYAGRAJ,210537-Jamuna Prasad Girls Inter College,14,61,61,0,61,0,100,100
1082,107-DELHI,270520-Sevti Devi Memorial Vidya Mandir,14,61,2,59,1,1,3.28,1.64
1083,105-CHANDIGARH,160039-Jamuna Model Sr. Sec. School,14,60,60,0,60,0,100,100
1084,106-KOCHI,M09100-MGM CENTRAL SCHOOL,14,60,60,0,36,24,100,60
1085,103-KOLKATA,M22097-Chachanda B.j. High School,10,60,60,0,60,0,100,100
1086,105-CHANDIGARH,250013-Aanchal International School,19,60,59,1,39,20,98.33,65
1087,118-GANDHINAGAR,040003-Asoplav Nidhi,14,60,59,1,44,15,98.33,73.33
1088,104-GUWAHATI,M30011-Sacred Heart School,15,60,60,0,44,16,100,73.33
1089,107-DELHI,270310-Bharat Shakti Public School,13,60,60,0,60,0,100,100
1090,105-CHANDIGARH,160035-F.s. Mann Silver Greek School,13,60,60,0,53,7,100,88.33
1091,110-PATNA,M03114-Red Carpet High School,14,59,59,0,10,49,100,16.95
1092,115-BHUBANESWAR,150195-Suddhananda Vidyalaya,12,59,54,5,28,26,91.53,47.46
1093,104-GUWAHATI,140032-Govt. Higher Secondary school,14,59,59,0,47,12,100,79.66
1094,117-BENGALURU,080003-Don Bosco Academy,15,59,59,0,38,21,100,64.41
1095,102-PUNE,280006-Dr. Sakha Ram Gude High School,11,59,59,0,48,11,100,81.36
1096,103-KOLKATA,230008-Govt. Senior Secondary School,11,59,58,1,39,19,98.31,66.1
1097,107-DELHI,270535-Little Star Convent School,14,59,2,57,2,0,3.39,3.39
1098,110-PATNA,030265-Shersahsuri Ucch Madhyamik,16,59,50,9,4,46,84.75,6.78
1099,120-RANCHI,260121-Rajkiya Krit +2 High School,13,59,0,59,0,0,0,0
1100,101-HYDERABAD,470072-I.s.o. Jr. College,14,58,58,0,58,0,100,100
1101,118-GANDHINAGAR,040105-Shree Swaminarayan English Medium School,13,58,58,0,23,35,100,39.66
1102,109-JAIPUR,"170253-Kendriya  Vidyalaya No.3,",13,58,55,3,52,3,94.83,89.66
1103,117-BENGALURU,080079-M.V.J International School,15,58,57,1,45,12,98.28,77.59
1104,105-CHANDIGARH,050566-KOYAL PUBLIC SR. SEC. SCHOOL,15,58,58,0,54,4,100,93.1
1105,106-KOCHI,350001-Kendriya Vidyalaya,11,57,57,0,19,38,100,33.33
1106,102-PUNE,M11132-Kaiser College of Commerce,12,57,57,0,52,5,100,91.23
1107,118-GANDHINAGAR,040017-Gracious English School,12,57,57,0,57,0,100,100
1108,103-KOLKATA,230001-Govt. Model Sr. Sec. School,13,57,0,57,0,0,0,0
1109,119-RAIPUR,290172-J R DANI GOVT. GR HR. SEC SCHOOL,13,57,4,53,0,4,7.02,0
1110,114-DEHRADUN,M34238-Shri Guru Nanak Academy,12,57,0,57,0,0,0,0
1111,114-DEHRADUN,"450104-Vaani School And Research Centre,",14,57,57,0,57,0,100,100
1112,125-JAMMU,070039-Jawahar Navodaya Vidyalaya,12,57,13,44,0,13,22.81,0
1113,114-DEHRADUN,210121-Islamia Inter College,14,57,57,0,57,0,100,100
1114,111-ALLAHABAD/PRAYAGRAJ,210723-Army Public School,14,57,27,30,18,9,47.37,31.58
1115,109-JAIPUR,320609-HQ 24 Rapid,12,57,56,1,52,4,98.25,91.23
1116,111-ALLAHABAD/PRAYAGRAJ,210158-St.andrews High School,12,57,57,0,53,4,100,92.98
1117,114-DEHRADUN,340193-U.s.r. Indu Inter College,10,57,3,54,0,3,5.26,0
1118,107-DELHI,270202-Shiksha Bharti Public School,12,56,0,56,0,0,0,0
1119,106-KOCHI,090069-Jawahar Navodaya Vidyalaya,11,56,56,0,39,17,100,69.64
1120,105-CHANDIGARH,160074-Aadharshila The Foundation,14,56,56,0,17,39,100,30.36
1121,104-GUWAHATI,020026-Kendriya Vidyalaya,13,56,55,1,41,14,98.21,73.21
1122,105-CHANDIGARH,050613-Sardar Vallabh Bhai Public School,13,56,56,0,56,0,100,100
1123,109-JAIPUR,170275-Supreme Bal Bharti Sr.sec.school,12,56,56,0,55,1,100,98.21
1124,111-ALLAHABAD/PRAYAGRAJ,M38273-National Public Inter College,12,56,26,30,3,23,46.43,5.36
1125,117-BENGALURU,080076-Delhi Public School,13,56,56,0,55,1,100,98.21
1126,109-JAIPUR,170002-New Look Central School,12,56,54,2,54,0,96.43,96.43
1127,104-GUWAHATI,"020047-Kendriya Vidyalaya, Crpf,",13,55,54,1,42,12,98.18,76.36
1128,111-ALLAHABAD/PRAYAGRAJ,210030-Kendriya Vidyalaya No.1 AFS Chakeri Kanpur,14,55,39,16,15,24,70.91,27.27
1129,114-DEHRADUN,340111-Govt. Intermediate College,13,55,55,0,0,55,100,0
1130,107-DELHI,270464-M.d. Memorial Sec. Public School,11,55,53,2,53,0,96.36,96.36
1131,114-DEHRADUN,340031-Kendriya Vidyalaya No.1,12,55,0,55,0,0,0,0
1132,113-BHOPAL,100080-Adarsh Higher Sec.school,11,55,0,55,0,0,0,0
1133,114-DEHRADUN,340177-Tharu Govt. Inter College,13,55,55,0,47,8,100,85.45
1134,120-RANCHI,260198-Saraswati Vidya Mandir,11,55,0,55,0,0,0,0
1135,118-GANDHINAGAR,040048-Adarsh Vidhyalay,12,55,55,0,47,8,100,85.45
1136,106-KOCHI,M40059-Islamic Central School,12,55,55,0,20,35,100,36.36
1137,111-ALLAHABAD/PRAYAGRAJ,210668-Identity Educational Academy,13,55,42,13,35,7,76.36,63.64
1138,107-DELHI,210509-New Adarsh Public School,12,54,0,54,0,0,0,0
1139,105-CHANDIGARH,160027-Shining Stars Senior Sec. School,12,54,54,0,54,0,100,100
1140,120-RANCHI,260192-Kerala Samajam Model School,11,54,54,0,37,17,100,68.52
1141,109-JAIPUR,170386-AVS School,13,54,51,3,20,31,94.44,37.04
1142,102-PUNE,110133-The Chanda Devi Saraf School,11,54,54,0,49,5,100,90.74
1143,102-PUNE,110055-Divine Provident High School & Jr. College,12,54,54,0,53,1,100,98.15
1144,107-DELHI,210383-Mahaveer Singh Inter College,13,54,32,22,32,0,59.26,59.26
1145,107-DELHI,270512-Jagriti Public School,13,54,0,54,0,0,0,0
1146,120-RANCHI,260122-J.b.c. +2 School,10,54,0,54,0,0,0,0
1147,114-DEHRADUN,M38344-Madarsa Maulana Abul Kalam Azad,15,54,54,0,54,0,100,100
1148,114-DEHRADUN,340252-Divine Light School,12,54,4,50,0,4,7.41,0
1149,114-DEHRADUN,210317-St. Francis School,10,53,53,0,53,0,100,100
1150,125-JAMMU,070032-Jawahar Navodaya Vidyalaya,11,53,53,0,53,0,100,100
1151,114-DEHRADUN,340203-Government Inter College,13,53,53,0,53,0,100,100
1152,123-GANGTOK,220055-Auxilium Convent,10,53,52,1,52,0,98.11,98.11
1153,107-DELHI,M38365-New Horizon School,11,53,53,0,44,9,100,83.02
1154,114-DEHRADUN,M38216-Islamia Inter Collere,14,53,53,0,53,0,100,100
1155,123-GANGTOK,180011-Govt. Senior Secondary School,12,53,53,0,50,3,100,94.34
1156,120-RANCHI,260052-Rabindra Nath Tagore Inter College,12,53,51,2,51,0,96.23,96.23
1157,111-ALLAHABAD/PRAYAGRAJ,210775-Smart Indian Model School,13,53,22,31,16,6,41.51,30.19
1158,118-GANDHINAGAR,390129-P. Chandra International School,11,53,53,0,38,15,100,71.7
1159,103-KOLKATA,460520-Khanyadihi High School,12,53,53,0,50,3,100,94.34
1160,111-ALLAHABAD/PRAYAGRAJ,210322-Purvanchal Bal Shramik Madhyasmik,12,53,53,0,53,0,100,100
1161,114-DEHRADUN,340285-Gandhi Inter College,14,52,52,0,52,0,100,100
1162,105-CHANDIGARH,050117-Shivalik Senior Secondary School,14,52,52,0,52,0,100,100
1163,120-RANCHI,260095-Govt. Russel +2 High School,12,52,0,52,0,0,0,0
1164,107-DELHI,270177-Gagan Bharti Public School,12,52,47,5,43,4,90.38,82.69
1165,123-GANGTOK,180010-Govt. Senior Secondary School,12,52,19,33,0,19,36.54,0
1166,102-PUNE,110044-Jai Bharat High School& Jr.college,10,52,52,0,49,3,100,94.23
1167,107-DELHI,210761-NARAYANA PUBLIC SCHOOL,11,52,51,1,13,38,98.08,25
1168,109-JAIPUR,170313-Nav Nirman Bal Niketan Sec.school,13,51,51,0,51,0,100,100
1169,121-CHENNAI,190108-Mahatma Montessori School,18,51,46,5,46,0,90.2,90.2
1170,105-CHANDIGARH,050574-INDOLOGY PUBLIC SR. SEC. SCHOOL,11,51,49,2,32,17,96.08,62.75
1171,113-BHOPAL,100008-Kendriya Vidyalaya No.1,13,51,0,51,0,0,0,0
1172,114-DEHRADUN,M38250-Jamia Tut Tayyibat Niswan College,11,51,44,7,4,40,86.27,7.84
1173,107-DELHI,270292-T.N.Public School,12,51,49,2,49,0,96.08,96.08
1174,107-DELHI,050122-M.D. High School,11,51,50,1,50,0,98.04,98.04
1175,109-JAIPUR,M17074-Baba Har Singh Bedi Memorial,11,51,48,3,34,14,94.12,66.67
1176,105-CHANDIGARH,"050259-Vidya Bharti Sr.sec.school,",12,51,51,0,50,1,100,98.04
1177,109-JAIPUR,170303-Sethi Sr.sec.school,13,51,49,2,29,20,96.08,56.86
1178,107-DELHI,270522-Shri Tula Ram Public School,10,51,0,51,0,0,0,0
1179,118-GANDHINAGAR,040076-Shree V M Chandera Secondary and Higher Sec. School,10,51,51,0,41,10,100,80.39
1180,121-CHENNAI,190111-The Trinity Academy,10,50,12,38,9,3,24,18
1181,104-GUWAHATI,029001-Model Study Centre,13,50,49,1,34,15,98,68
1182,106-KOCHI,M40072-Al Ameen English School,11,50,50,0,32,18,100,64
1183,115-BHUBANESWAR,410134-410134-BARRKS HIGH SCHOOL,16,50,48,2,28,20,96,56
1184,104-GUWAHATI,020028-Kendriya Vidyalaya,11,50,49,1,26,23,98,52
1185,114-DEHRADUN,340187-Jawahar Navodaya Vidyalaya,12,50,0,50,0,0,0,0
1186,117-BENGALURU,M08026-Bethany High School,13,50,50,0,46,4,100,92
1187,109-JAIPUR,170383-New Rajasthan Public Sr.Sec.School,10,50,50,0,49,1,100,98
1188,114-DEHRADUN,210175-Dayanand Saraswati Inter College,13,50,1,49,1,0,2,2
1189,106-KOCHI,M40065-Iqra Islamic Women's College,11,50,50,0,50,0,100,100
1190,107-DELHI,210772-Bloom International School,11,50,40,10,4,36,80,8
1191,107-DELHI,270549-D K Convent School,11,50,50,0,37,13,100,74
1192,118-GANDHINAGAR,040005-Queen Of Angels Convent School,10,50,50,0,33,17,100,66
1193,117-BENGALURU,080031-Kendriya Vidyalaya,13,50,50,0,25,25,100,50
1194,118-GANDHINAGAR,040064-Navrachana school,16,50,50,0,36,14,100,72
1195,114-DEHRADUN,340195-Govt. Inter College,13,50,50,0,0,50,100,0
1196,115-BHUBANESWAR,M15042-Syed Saminary High School,9,50,50,0,46,4,100,92
1197,107-DELHI,270432-Delhi Convent School,10,49,48,1,39,9,97.96,79.59
1198,105-CHANDIGARH,160049-Tagore Public School,12,49,48,1,45,3,97.96,91.84
1199,111-ALLAHABAD/PRAYAGRAJ,210132-Zakir Hussain Model Sr.sec.school,11,49,24,25,5,19,48.98,10.2
1200,114-DEHRADUN,M34237-Madarsa Garib Nawaz,10,49,49,0,49,0,100,100
1201,105-CHANDIGARH,160069-K.K.MAHAJAN A.V.M. Sr.Sec SCHOOL,10,49,45,4,40,5,91.84,81.63
